age, Job_Category,Level,Nb_Years_School,Ed,marital-status,occupation,sex,gains,losses,hours-per-week,Orig_Country,Output_Class
19, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Female,0,0,37, USA, Low
29, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Female,0,0,40, USA, Low
34, Private, Assoc-acdm,16,12, Never-married, Sales, Male,0,0,50, USA, Low
26, Private, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,40, USA, Low
30, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,40, USA, Low
34, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
24, ?, Bachelors,17,13, Never-married, ?, Male,0,0,25, Taiwan, Low
28, Private, HS-grad,13,9, Never-married, Sales, Male,0,0,48, USA, Low
24, ?, Few Years College,14,10, Never-married, ?, Male,0,0,40, USA, Low
76, Private, Bachelors,17,13, Married-civ-spouse, Adm-clerical, Male,20051,0,50, USA, High
19, Private, 12th,12,8, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
45, Private, 10th,10,6, Married-civ-spouse, Craft-repair, Male,2829,0,40, USA, Low
24, Self-emp-not-inc, Few Years College,14,10, Never-married, Prof-specialty, Male,0,0,30, USA, High
37, Private, Bachelors,17,13, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
24, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,30, USA, Low
24, Private, Bachelors,17,13, Never-married, Adm-clerical, Female,0,0,42, USA, Low
40, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,45, USA, High
20, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,20, USA, Low
23, Local-gov, 11th,11,7, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
25, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,40, USA, Low
64, Private, Assoc-acdm,16,12, Never-married, Prof-specialty, Female,0,0,30, USA, Low
53, Local-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,1977,55, USA, High
28, Private, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, Low
52, Local-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
28, Private, Prof-school,19,15, Never-married, Prof-specialty, Male,0,0,50, USA, Low
31, Private, Assoc-acdm,16,12, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, High
77, Private, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,10, USA, Low
22, Private, HS-grad,13,9, Never-married, Tech-support, Male,0,0,40, USA, Low
17, ?, 11th,11,7, Never-married, ?, Female,0,0,20, USA, Low
38, Private, Bachelors,17,13, Never-married, Exec-managerial, Male,0,0,55, USA, Low
45, ?, 11th,11,7, Divorced, ?, Male,0,0,40, USA, Low
25, Local-gov, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
50, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
53, Local-gov, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, Low
24, Private, HS-grad,13,9, Never-married, Farming-fishing, Male,0,0,40, USA, Low
33, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,50, USA, High
57, Federal-gov, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,15024,0,40, USA, High
39, Private, Prof-school,19,15, Married-civ-spouse, Exec-managerial, Female,15024,0,48, USA, High
30, Private, Few Years College,14,10, Divorced, Transport-moving, Male,0,0,30, USA, Low
31, Federal-gov, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, High
39, State-gov, Few Years College,14,10, Never-married, Transport-moving, Male,0,0,40, USA, Low
30, Private, Bachelors,17,13, Never-married, Sales, Female,0,0,65, USA, Low
48, Private, Few Years College,14,10, Separated, Adm-clerical, Female,0,0,44, USA, Low
62, ?, Masters,18,14, Married-civ-spouse, ?, Female,0,0,40, USA, Low
39, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,45, USA, High
34, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,1980,40, USA, Low
45, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, High
32, Private, 11th,11,7, Divorced, Machine-op-inspct, Female,0,0,40, USA, Low
40, Federal-gov, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,50, USA, Low
17, Private, 10th,10,6, Never-married, Other-service, Female,0,0,15, USA, Low
19, ?, 10th,10,6, Never-married, ?, Male,0,0,25, USA, Low
25, Private, HS-grad,13,9, Married-civ-spouse, Tech-support, Male,0,0,84, USA, Low
42, Private, Few Years College,14,10, Married-civ-spouse, Transport-moving, Male,0,0,57, USA, Low
66, Private, Bachelors,17,13, Married-civ-spouse, Priv-house-serv, Male,0,0,99, USA, Low
63, Self-emp-not-inc, HS-grad,13,9, Widowed, Sales, Male,0,0,70, USA, Low
43, Private, 7th-8th,8,4, Married-civ-spouse, Other-service, Male,0,0,25, USA, Low
26, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,20, Mexico, Low
23, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Female,0,0,40, USA, High
39, Private, Prof-school,19,15, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, High
47, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
36, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Female,0,0,48, USA, Low
35, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
25, Private, HS-grad,13,9, Never-married, Farming-fishing, Male,0,0,40, USA, Low
21, State-gov, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,15, USA, Low
46, Private, HS-grad,13,9, Married-civ-spouse, Priv-house-serv, Female,0,0,40, USA, Low
43, Private, 10th,10,6, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
31, State-gov, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,1977,70, USA, High
41, Private, HS-grad,13,9, Divorced, Craft-repair, Female,0,0,60, USA, Low
50, Private, HS-grad,13,9, Widowed, Adm-clerical, Female,0,0,35, USA, Low
36, Private, 11th,11,7, Separated, Exec-managerial, Female,0,0,32, USA, Low
31, ?, HS-grad,13,9, Separated, ?, Female,0,0,20, USA, Low
45, Self-emp-not-inc, 7th-8th,8,4, Married-civ-spouse, Exec-managerial, Male,0,0,65, USA, High
50, Private, 11th,11,7, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, High
52, Private, 7th-8th,8,4, Married-civ-spouse, Exec-managerial, Female,0,0,50, USA, Low
40, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
55, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,15024,0,55, USA, High
64, ?, 10th,10,6, Married-civ-spouse, ?, Male,0,0,56, USA, High
51, Self-emp-inc, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
30, Private, Few Years College,14,10, Married-civ-spouse, Prof-specialty, Male,7688,0,40, USA, High
56, State-gov, Masters,18,14, Divorced, Prof-specialty, Female,0,0,39, USA, Low
35, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,48, USA, Low
55, Self-emp-not-inc, 10th,10,6, Married-civ-spouse, Sales, Male,0,0,35, USA, Low
30, Private, HS-grad,13,9, Never-married, Tech-support, Female,0,0,40, USA, Low
34, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
36, Private, Assoc-voc,15,11, Married-civ-spouse, Prof-specialty, Female,0,0,40, USA, High
43, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,60, USA, Low
24, Local-gov, Few Years College,14,10, Never-married, Protective-serv, Male,0,0,50, USA, Low
30, Private, 10th,10,6, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
33, Local-gov, Assoc-voc,15,11, Never-married, Protective-serv, Male,0,0,70, USA, Low
32, Private, Assoc-acdm,16,12, Never-married, Prof-specialty, Male,0,0,40, ?, Low
29, Federal-gov, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,40, USA, Low
50, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,3137,0,47, USA, Low
18, Private, 11th,11,7, Never-married, Prof-specialty, Male,0,0,15, USA, Low
20, Private, 11th,11,7, Never-married, Sales, Female,0,0,25, USA, Low
45, State-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
22, Private, Few Years College,14,10, Never-married, Sales, Male,0,0,35, ?, Low
45, Private, Prof-school,19,15, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
41, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
42, Local-gov, 7th-8th,8,4, Married-spouse-absent, Other-service, Female,0,0,35, Puerto-Rico, Low
24, Private, Bachelors,17,13, Never-married, Sales, Male,0,0,40, USA, Low
22, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,35, USA, Low
28, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, High
23, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,35, USA, Low
21, Private, 7th-8th,8,4, Never-married, Farming-fishing, Female,0,0,38, USA, Low
23, Private, Bachelors,17,13, Never-married, Adm-clerical, Female,0,0,20, USA, Low
45, Private, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,48, USA, Low
41, Private, HS-grad,13,9, Divorced, Sales, Female,0,0,40, USA, Low
49, Federal-gov, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, High
38, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,40, USA, Low
37, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
70, Private, Bachelors,17,13, Widowed, Machine-op-inspct, Male,0,0,32, Philippines, Low
24, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,2597,0,40, USA, Low
28, Local-gov, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,40, USA, Low
24, Private, Assoc-voc,15,11, Never-married, Adm-clerical, Female,0,0,20, USA, Low
83, Self-emp-inc, 10th,10,6, Married-civ-spouse, Farming-fishing, Male,20051,0,50, USA, High
69, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,0,40, China, High
37, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
28, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,40, USA, Low
54, Private, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,40, USA, Low
71, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,2377,45, USA, High
56, State-gov, HS-grad,13,9, Widowed, Adm-clerical, Female,0,0,40, USA, Low
27, Local-gov, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,45, ?, Low
42, Self-emp-not-inc, Masters,18,14, Married-civ-spouse, Sales, Male,99999,0,80, USA, High
21, Private, HS-grad,13,9, Never-married, Sales, Male,0,0,44, USA, Low
29, Private, Assoc-voc,15,11, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, Low
27, Private, 7th-8th,8,4, Never-married, Other-service, Male,0,0,24, ?, Low
32, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,50, USA, High
31, Private, Few Years College,14,10, Never-married, Adm-clerical, Male,0,0,40, USA, Low
38, Private, Few Years College,14,10, Separated, Other-service, Female,4650,0,72, USA, Low
55, State-gov, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,0,40, India, High
48, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,45, USA, Low
58, Self-emp-not-inc, HS-grad,13,9, Widowed, Farming-fishing, Male,0,0,80, USA, Low
23, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
28, State-gov, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,50, USA, Low
49, Local-gov, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,46, USA, Low
51, Private, HS-grad,13,9, Married-spouse-absent, Other-service, Female,0,0,40, USA, Low
23, Private, HS-grad,13,9, Separated, Craft-repair, Male,0,0,53, USA, Low
40, Self-emp-not-inc, HS-grad,13,9, Divorced, Exec-managerial, Male,0,0,50, USA, Low
59, Private, HS-grad,13,9, Divorced, Other-service, Male,0,0,40, China, Low
47, Private, Bachelors,17,13, Divorced, Craft-repair, Female,0,0,50, USA, Low
37, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,50, USA, Low
39, Private, Assoc-acdm,16,12, Divorced, Exec-managerial, Male,1506,0,40, USA, Low
43, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,60, USA, Low
40, Private, Assoc-voc,15,11, Married-civ-spouse, Farming-fishing, Male,0,0,60, USA, Low
48, Private, 10th,10,6, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, High
29, Private, 9th,9,5, Never-married, Sales, Female,0,0,48, USA, Low
48, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,50, USA, High
37, Private, Bachelors,17,13, Never-married, Farming-fishing, Male,0,0,30, USA, Low
19, Private, HS-grad,13,9, Never-married, Sales, Male,4101,0,48, USA, Low
28, Private, 10th,10,6, Never-married, Other-service, Female,0,0,30, USA, Low
56, Private, 5th-6th,7,3, Married-civ-spouse, Craft-repair, Male,0,0,40, Trinadad&Tobago, Low
45, Private, HS-grad,13,9, Divorced, Transport-moving, Male,0,0,60, USA, Low
60, State-gov, Few Years College,14,10, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, Low
53, State-gov, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,42, USA, High
37, State-gov, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, Low
31, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
29, Private, Assoc-voc,15,11, Married-AF-spouse, Farming-fishing, Male,0,0,44, USA, High
31, ?, HS-grad,13,9, Widowed, ?, Female,0,0,36, USA, Low
39, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, Cuba, Low
31, Local-gov, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
42, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,15024,0,45, USA, High
17, Private, 11th,11,7, Never-married, Handlers-cleaners, Female,0,0,16, USA, Low
19, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,20, USA, Low
24, Private, Bachelors,17,13, Never-married, Other-service, Male,0,0,32, USA, Low
62, Private, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,6418,0,40, USA, High
34, Private, 1st-4th,6,2, Never-married, Other-service, Female,0,0,40, Guatemala, Low
47, Self-emp-inc, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,15024,0,55, USA, High
58, Private, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,62, Canada, Low
23, Private, Assoc-voc,15,11, Never-married, Prof-specialty, Female,0,0,36, USA, Low
33, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,40, USA, Low
76, Private, HS-grad,13,9, Widowed, Adm-clerical, Male,0,0,6, USA, Low
40, Private, HS-grad,13,9, Divorced, Exec-managerial, Female,0,0,50, USA, Low
28, Private, 7th-8th,8,4, Divorced, Other-service, Female,0,0,50, USA, Low
41, Private, Few Years College,14,10, Married-civ-spouse, Tech-support, Female,0,0,40, USA, Low
46, Local-gov, HS-grad,13,9, Married-civ-spouse, Protective-serv, Male,7688,0,96, USA, High
22, Federal-gov, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
29, Private, Assoc-voc,15,11, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
26, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,40, USA, Low
31, Private, Bachelors,17,13, Never-married, Adm-clerical, Male,8614,0,40, USA, High
22, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,25, USA, Low
41, Private, Few Years College,14,10, Never-married, Transport-moving, Male,0,0,43, USA, Low
29, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,40, Dominican-Republic, Low
60, Private, Assoc-voc,15,11, Married-civ-spouse, Tech-support, Male,7298,0,40, USA, High
72, Federal-gov, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, High
41, Self-emp-inc, Few Years College,14,10, Married-civ-spouse, Farming-fishing, Male,0,0,65, USA, Low
19, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,25, USA, Low
25, Private, Bachelors,17,13, Never-married, Other-service, Male,0,0,40, USA, Low
24, Private, Bachelors,17,13, Never-married, Exec-managerial, Male,0,0,45, USA, Low
59, Private, 9th,9,5, Married-civ-spouse, Other-service, Male,0,0,30, USA, Low
17, Private, 11th,11,7, Never-married, Craft-repair, Male,0,0,30, USA, Low
59, ?, Bachelors,17,13, Married-civ-spouse, ?, Male,0,0,40, USA, High
69, ?, Few Years College,14,10, Never-married, ?, Male,1848,0,1, USA, Low
25, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,2885,0,43, USA, Low
50, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,60, USA, Low
29, Private, HS-grad,13,9, Separated, Other-service, Female,0,0,40, USA, Low
43, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,55, USA, Low
29, Local-gov, Few Years College,14,10, Never-married, Other-service, Female,0,0,10, USA, Low
29, State-gov, Few Years College,14,10, Divorced, Adm-clerical, Male,0,0,40, USA, Low
32, Local-gov, Few Years College,14,10, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, High
17, ?, 10th,10,6, Never-married, ?, Male,0,0,6, USA, Low
50, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, High
43, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, Low
41, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Female,0,0,40, USA, Low
32, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Female,0,0,40, USA, High
54, State-gov, Masters,18,14, Never-married, Prof-specialty, Female,0,0,45, USA, High
65, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
18, ?, HS-grad,13,9, Never-married, ?, Female,0,0,40, USA, Low
70, Self-emp-inc, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
53, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, High
37, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,1977,60, USA, High
21, Private, Few Years College,14,10, Never-married, Transport-moving, Male,0,0,30, USA, Low
20, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
47, State-gov, HS-grad,13,9, Divorced, Adm-clerical, Male,0,0,38, USA, Low
26, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,3942,0,45, USA, Low
31, Private, Prof-school,19,15, Never-married, Prof-specialty, Male,0,0,50, USA, Low
45, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, Low
35, Private, HS-grad,13,9, Separated, Adm-clerical, Female,0,0,40, USA, Low
55, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, High
49, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,50, USA, High
33, Self-emp-inc, HS-grad,13,9, Never-married, Other-service, Male,0,0,40, Vietnam, Low
30, Federal-gov, Prof-school,19,15, Never-married, Exec-managerial, Male,0,0,55, ?, Low
19, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,15, USA, Low
48, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, High
41, Private, Few Years College,14,10, Divorced, Craft-repair, Male,0,0,40, USA, High
29, Private, Bachelors,17,13, Married-civ-spouse, Tech-support, Male,0,0,35, USA, High
47, Local-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,48, USA, High
53, Local-gov, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
19, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,10, USA, Low
71, Private, HS-grad,13,9, Divorced, Other-service, Female,0,0,16, USA, Low
29, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,25, USA, Low
43, Local-gov, Few Years College,14,10, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
23, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,30, USA, Low
52, Private, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,40, USA, Low
56, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,40, USA, High
28, Private, 10th,10,6, Never-married, Craft-repair, Male,0,0,40, USA, Low
44, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,80, USA, Low
37, Federal-gov, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,40, USA, Low
30, Private, Assoc-voc,15,11, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, High
31, Local-gov, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
20, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,25, USA, Low
64, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,65, USA, High
45, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
40, Private, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,50, USA, High
19, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,52, USA, Low
54, Private, Bachelors,17,13, Divorced, Exec-managerial, Male,0,0,45, USA, High
61, Self-emp-inc, Doctorate,20,16, Married-civ-spouse, Exec-managerial, Male,0,0,40, Taiwan, High
18, Private, 11th,11,7, Never-married, Other-service, Female,0,0,20, USA, Low
62, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,40, USA, High
33, Private, Assoc-voc,15,11, Never-married, Craft-repair, Male,0,0,40, USA, Low
51, Private, HS-grad,13,9, Separated, Other-service, Female,0,0,37, USA, Low
54, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
24, Private, Few Years College,14,10, Married-civ-spouse, Protective-serv, Male,0,0,24, USA, Low
54, Private, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,40, Germany, Low
42, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, High
51, Federal-gov, Masters,18,14, Widowed, Sales, Male,0,0,50, El-Salvador, High
41, Private, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, High
47, Local-gov, Assoc-acdm,16,12, Separated, Exec-managerial, Male,0,1408,40, USA, Low
31, State-gov, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,40, USA, Low
21, Private, Assoc-voc,15,11, Never-married, Craft-repair, Male,0,0,40, USA, Low
52, Private, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,40, USA, Low
20, Private, Few Years College,14,10, Never-married, Prof-specialty, Female,0,0,15, USA, Low
18, Private, HS-grad,13,9, Never-married, Sales, Female,0,0,25, USA, Low
58, Private, HS-grad,13,9, Married-civ-spouse, Priv-house-serv, Female,0,0,60, Philippines, Low
23, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
21, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,20, USA, Low
43, State-gov, Assoc-voc,15,11, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, Low
53, Private, HS-grad,13,9, Divorced, Machine-op-inspct, Male,0,0,40, USA, Low
18, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Female,0,0,40, USA, Low
44, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
31, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,50, USA, Low
48, Private, 1st-4th,6,2, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
55, Self-emp-inc, Masters,18,14, Divorced, Prof-specialty, Female,0,0,35, USA, Low
24, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,20, USA, Low
41, State-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
35, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
47, Local-gov, Assoc-voc,15,11, Divorced, Adm-clerical, Female,0,0,40, USA, Low
54, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,32, USA, Low
40, Private, Bachelors,17,13, Separated, Sales, Male,0,0,40, USA, Low
56, Self-emp-not-inc, Few Years College,14,10, Divorced, Sales, Female,0,0,48, USA, Low
23, Private, Assoc-voc,15,11, Never-married, Tech-support, Male,0,0,40, USA, Low
34, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,60, USA, Low
27, Local-gov, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
32, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,40, USA, High
72, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Farming-fishing, Male,0,0,74, USA, Low
43, Local-gov, 12th,12,8, Married-civ-spouse, Transport-moving, Male,0,1579,40, USA, Low
32, Private, Assoc-acdm,16,12, Divorced, Prof-specialty, Female,0,0,35, USA, Low
53, Private, Few Years College,14,10, Separated, Adm-clerical, Male,0,0,40, Cuba, Low
18, Private, 12th,12,8, Never-married, Other-service, Male,0,0,10, USA, Low
38, Private, 10th,10,6, Widowed, Transport-moving, Male,114,0,40, USA, Low
41, Federal-gov, Assoc-voc,15,11, Divorced, Adm-clerical, Female,0,0,40, USA, Low
29, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,45, USA, Low
70, ?, Few Years College,14,10, Married-civ-spouse, ?, Male,0,0,4, USA, High
46, Self-emp-inc, Bachelors,17,13, Widowed, Exec-managerial, Female,0,0,50, ?, Low
47, Private, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, Low
56, Local-gov, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Female,0,0,15, USA, Low
28, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,2829,0,40, USA, Low
55, State-gov, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,15024,0,40, USA, High
50, State-gov, Bachelors,17,13, Married-spouse-absent, Prof-specialty, Male,6849,0,40, USA, Low
47, Private, 11th,11,7, Divorced, Adm-clerical, Female,0,0,40, USA, Low
42, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, Low
22, Private, Few Years College,14,10, Never-married, Machine-op-inspct, Male,0,0,25, USA, Low
42, Private, 5th-6th,7,3, Married-civ-spouse, Other-service, Male,0,0,44, Mexico, Low
42, Federal-gov, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,40, USA, Low
46, Private, HS-grad,13,9, Divorced, Exec-managerial, Female,0,0,40, USA, Low
45, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,15024,0,99, USA, High
55, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, Low
57, Private, Bachelors,17,13, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, High
25, Private, 12th,12,8, Never-married, Craft-repair, Male,0,0,40, USA, Low
